word	sentiment
soaking	-0.124
soangry	-0.346
soannoyed	-0.458
soap	0.062
soapbox	0.0
soapy	0.104
soar	0.58
soaring	0.416
sob	-0.77
sober	0.458
soblessed	0.084
sobriety	0.36
soc	-0.146
soccer	0.396
sociable	0.708
social	0.612
socialanxiety	-0.46
socialism	0.02
socialist	-0.104
socialite	0.368
socialize	0.814
society	0.348
sociology	0.23
sociopath	-0.792
sock	0.0
socket	0.166
sod	-0.146
soda	0.376
soda/pop	0.162
sodding	-0.52
sodium	-0.02
sofa	0.166
soft	0.52
softball	0.47
soften	0.388
softener	0.49
softening	0.4
softly	0.034
softness	0.75
software	0.122
soggy	-0.376
sohappy	0.898
soil	-0.3
soiled	-0.788
soiree	0.458
sojourn	0.028
solace	0.552
solar	0.244
solarium	0.204
solder	-0.122
soldering	0.146
soldier	-0.216
sole	-0.146
solemn	0.416
solicit	0.24
solicitation	0.224
solicitor	0.2
solid	0.334
solidarity	0.584
solidification	-0.04
solidified	0.266
solidify	0.166
solidity	0.49
solitaire	-0.27
solitary	-0.552
solitude	-0.584
solo	-0.124
solubility	0.012
soluble	0.084
solucky	0.146
solution	0.603
solve	0.312
solved	0.375
solvency	0.208
solvent	0.27
somad	-0.142
somatic	-0.124
somber	-0.632
some anticipation	-0.154
some disgust	-0.812
some surprise	0.654
some trust	0.188
somersault	-0.572
somethingigetalot	0.146
somewhat negative	-0.584
somewhat positive	0.84
somuchtodo	0.02
son	0.584
sonar	0.082
sonata	0.286
sonervous	-0.312
song	0.25
songwriter	0.688
sonic	0.188
sonice	0.0
sonnet	0.436
sonorous	0.292
soot	-0.25
soothe	0.634
soothing	0.25
sophisticated	0.444
sophistication	0.584
sophomore	0.306
sopissed	-0.448
soppy	0.02
soprano	0.104
sorcerer	-0.246
sorcery	-0.442
sordid	-0.562
sore	-0.375
soready	0.244
sorely	-0.432
soreness	-0.774
sorghum	-0.062
sorority	0.27
sorrow	-0.722
sorrowful	-0.902
sorry	-0.264
sort	0.063
sorter	0.188
sortie	-0.02
sorting	-0.062
sos	-0.292
soscared	-0.542
soscary	-0.398
soslow	-0.306
sososo	-0.313
sostressed	-0.13
sosweet	0.51
sothankful	0.458
sou	-0.04
sought	0.222
soul	0.54
soulful	0.51
soulless	-0.75
soulmate	0.78
sound	0.056
sounding	-0.047
soundness	0.083
soundproof	-0.02
soundtrack	0.26
soup	0.204
sour	-0.438
source	0.48
sourpuss	-0.624
south	0.219
southbound	0.02
southeast	0.02
southern	0.104
southpaw	0.084
southwest	-0.188
souvenir	0.688
sovereign	0.396
sovereignty	0.438
soviet	-0.306
sow	0.334
soy	-0.124
soy sauce	0.146
soybean	0.042
spa	0.244
space	0.6
spacecraft	0.292
spaceman	0.376
spaceship	0.286
spacing	0.242
spacious	0.76
spade	-0.062
spaghetti	0.458
spam	-0.624
spammers	-0.292
span	0.042
spandex	-0.142
spaniel	0.122
spank	-0.776
spanking	-0.612
spar	-0.166
spare	-0.095
spareribs	0.27
sparingly	0.02
spark	0.376
sparkle	0.638
sparkling	0.4
sparkly	0.77
sparring	-0.416
sparrow	0.166
sparse	-0.52
spasm	-0.612
spastic	-0.52
spat	-0.146
spatial	0.208
spatter	-0.416
spatula	-0.396
spawn	0.084
spaz	-0.114
speak	0.53
speakeasy	0.36
speaker	0.208
speakerphone	0.062
speaking	0.506
spear	-0.194
spec	0.166
special	0.736
specialist	0.52
speciality	0.708
specialize	0.552
specially	0.694
specialty	0.448
specie	0.166
species	0.122
specific	0.312
specification	0.104
specify	0.312
specimen	0.062
speck	-0.164
speckled	-0.102
specs	0.08
spectacle	0.624
spectacles	0.632
spectacular	0.889
spectator	0.388
specter	-0.47
spectral	-0.14
spectrometer	0.0
spectrophotometer	0.0
spectroscopy	-0.06
spectrum	-0.376
speculate	-0.204
speculation	-0.35
speculative	-0.448
speculum	-0.166
speech	0.312
speechless	-0.082
speed	0.438
speedboat	0.27
speedily	0.376
speeding	-0.124
speedometer	-0.146
speedway	0.334
speedy	0.25
spell	-0.23
spellbound	0.062
spelling	0.188
spencer	0.02
spend	0.344
spender	-0.376
spending	-0.334
spent	-0.016
sperm	-0.208
spew	-0.48
sphere	0.266
spherical	0.1
sphincter	-0.306
sphinx	0.208
spic	-0.396
spice	0.188
spicy	-0.12
spider	-0.542
spiders	-0.48
spiffy	0.23
spigot	-0.24
spike	-0.236
spiked	-0.438
spiky	-0.432
spill	-0.184
spillin	-0.25
spin	0.102
spinach	0.166
spinal	-0.376
spindle	0.104
spine	-0.01
spineless	-0.312
spinner	-0.084
spinning	0.188
spinster	-0.286
spiny	-0.666
spiral	-0.02
spire	-0.292
spirit	0.25
spirited	0.708
spirits	0.166
spiritual	0.876
spirituality	0.73
spit	-0.702
spite	-0.819
spiteful	-0.854
spitfire	-0.534
spittoon	-0.448
splash	0.042
splat	0.02
splatter	-0.376
spleen	-0.104
splendid	0.841
splendor	0.854
splice	-0.228
spline	-0.02
splint	-0.642
splinter	-0.728
split	-0.194
splitting	-0.624
splurge	-0.27
spoil	-0.778
spoiler	-0.203
spoiling	-0.73
spoils	-0.224
spoke	0.27
spoken	0.102
spokesman	0.44
spokesperson	0.146
sponge	0.102
spongy	-0.062
sponsor	0.458
sponsorship	0.708
spontaneity	0.634
spontaneous	0.56
spoof	-0.02
spook	-0.346
spooky	-0.792
spool	-0.206
spoon	-0.042
spoonful	0.164
sporadic	-0.334
spore	-0.04
sport	0.73
sporting	0.834
sports	0.666
sports car	0.518
sportsman	0.51
sportsmanship	0.78
sportswriter	0.52
sporty	0.47
spot	0.236
spotless	0.584
spotlight	0.376
spotted	-0.292
spotter	0.084
spotty	-0.438
spousal	0.312
spouse	0.5
spout	-0.124
sprain	-0.874
sprawl	0.2
spray	-0.124
spread	0.14
spreader	0.02
spree	0.128
spring	0.674
springtime	0.674
sprinkle	0.27
sprinkler	0.02
sprinkling	0.354
sprint	0.098
sprite	0.122
sprout	0.164
spruce	0.208
spud	-0.194
spunk	-0.124
spunky	0.292
spur	-0.244
spurious	-0.644
spurred	0.124
spurt	-0.104
spy	-0.48
squabble	-0.654
squad	0.104
squadron	-0.062
squall	-0.618
squamous	-0.312
squander	-0.52
square	0.018
squash	0.062
squat	-0.34
squatter	-0.22
squaw	-0.144
squawk	-0.47
squeak	-0.458
squeaky	-0.031
squeal	-0.5
squealer	0.082
squeamish	-0.648
squeeze	-0.084
squeezing	-0.48
squelch	-0.458
squid	-0.006
squint	-0.23
squire	-0.042
squirm	-0.53
squirrel	0.184
squirt	-0.188
squish	-0.48
squishy	0.032
stab	-0.666
stabbed	-0.938
stability	0.5
stabilize	0.208
stabilizer	0.376
stable	0.403
staccato	-0.208
stack	-0.06
stadium	0.27
staff	0.49
stag	0.188
stage	0.184
stagecoach	0.032
stagehand	-0.16
stagger	0.062
staggering	0.04
stagnant	-0.4
stagnation	-0.448
staid	-0.23
stain	-0.094
stained	-0.51
stainless	0.188
stair	-0.25
staircase	-0.062
stairs	0.02
stairway	0.124
stairwell	0.02
stake	-0.188
stakeout	-0.312
stale	-0.53
stalemate	-0.408
stalk	-0.128
stalker	-0.646
stall	-0.26
stallion	0.256
stalls	0.164
stalwart	0.624
stamina	0.328
stamp	-0.069
stampede	-0.53
stance	0.208
stand	0.063
standard	0.346
standardize	0.368
standardized	0.22
standby	-0.48
standing	0.208
standoff	-0.334
standpoint	0.17
standstill	-0.118
standup	0.266
stanza	0.224
staph	-0.25
staple	0.084
stapler	-0.26
star	0.328
star fruit	0.402
starboard	0.062
starch	0.014
stardom	0.688
stardust	0.686
stare	0.082
starfish	0.36
stargazing	0.604
staring	0.084
stark	-0.472
starlet	0.612
starlight	0.816
starling	0.0
starry	-0.124
stars	0.592
starship	0.48
start	0.203
starter	0.334
startle	-0.236
startled	-0.334
startling	0.5
starvation	-0.52
starve	-0.854
starved	-0.806
starving	-0.674
stash	-0.312
stat	-0.042
state	0.124
stately	0.403
statement	0.376
stateroom	0.306
stateside	0.286
statesman	0.02
static	-0.406
staticky	-0.286
statics	0.084
station	0.376
stationary	-0.184
stationery	0.14
statistic	0.016
statistical	0.428
statistician	0.142
stator	-0.438
statuary	0.122
statue	0.084
statuette	0.354
stature	-0.06
status	0.316
statute	0.184
statutory	0.02
staunch	-0.056
staunchness	-0.194
stave	-0.166
stay	0.208
stayaway	-0.262
stayed	-0.006
stays	0.266
stead	0.102
steadfast	0.458
steadfastness	0.319
steadiness	0.417
steady	0.639
steak	0.25
steakhouse	0.604
steal	-0.667
stealing	-0.828
stealth	0.04
stealthily	0.526
stealthy	-0.24
steam	-0.062
steamboat	0.416
steamer	0.02
steaming	0.184
steamroller	-0.208
steamship	-0.062
steamy	-0.042
steel	0.042
steep	-0.376
steeple	0.25
steer	-0.062
steering	0.16
stellar	0.592
stem	0.23
stench	-0.792
stencil	0.0
stenographer	0.02
step	0.062
stepdaughter	0.02
stepfather	-0.208
stepmother	-0.146
steppe	-0.146
steps	0.022
stepson	0.228
stereo	0.234
stereoscopic	-0.274
stereotype	-0.698
stereotyped	-0.25
sterile	-0.396
sterility	-0.598
sterilize	-0.188
sterling	0.058
stern	0.104
sternum	0.04
steroid	-0.28
stethoscope	-0.146
stew	0.334
steward	0.266
stewardess	0.25
stewardship	0.102
stfu	-0.416
stick	0.014
sticker	0.166
sticking	-0.028
stickler	-0.23
stickup	-0.094
sticky	-0.23
stiff	-0.684
stiffen	-0.28
stiffness	-0.354
stifle	-0.792
stifled	-0.542
stifling	-0.674
stigma	-0.346
stile	0.5
stiletto	-0.208
still	0.281
stillbirth	-0.816
stillborn	-0.458
stillness	0.458
stillwaiting	-0.312
stilts	-0.122
stimulant	-0.118
stimulate	0.584
stimulating	0.48
stimulation	0.416
stimulus	0.542
sting	-0.674
stinger	-0.442
stinging	-0.48
stingy	-0.812
stink	-0.916
stinker	-0.674
stinking	-0.547
stinky	-0.816
stint	-0.02
stipend	0.208
stipulate	0.14
stipulation	-0.062
stir	-0.104
stirring	0.164
stitch	-0.388
stitching	0.02
stock	0.188
stockade	-0.25
stockbroker	-0.166
stockholder	0.146
stocking	0.188
stockings	-0.084
stockpile	0.084
stockroom	0.124
stocks	0.146
stoic	-0.146
stole	-0.597
stolen	-0.625
stomach	-0.266
stomachache	-0.94
stomp	-0.27
stomped	-0.542
stone	-0.568
stoned	-0.646
stonewall	-0.326
stoneware	-0.084
stony	-0.288
stood	-0.042
stooge	-0.124
stool	-0.104
stools	-0.082
stoop	-0.02
stoopid	-0.44
stop	-0.313
stopover	0.062
stoppage	-0.552
stopped	-0.141
stopper	-0.27
stopping	-0.224
stopwatch	-0.062
storage	0.396
store	0.234
storefront	0.16
storehouse	0.14
storeroom	0.12
storing	0.26
storm	-0.528
storming	-0.47
stormy	-0.708
story	0.306
storybook	0.708
storyteller	0.46
storytelling	0.286
stound	-0.02
stout	0.312
stove	-0.068
stow	0.23
stowaway	-0.552
straddle	-0.388
straight	0.375
straighten	0.354
straightforward	0.56
straightway	0.334
strain	-0.444
strained	-0.756
strains	-0.156
strait	-0.124
straitjacket	-0.552
straits	-0.184
strand	-0.208
stranded	-0.416
strange	-0.188
stranger	-0.219
strangle	-0.812
strangulation	-0.92
strap	-0.24
strapless	-0.372
strapping	0.104
strata	0.0
strategic	0.572
strategist	0.142
strategy	0.408
stratification	0.062
stratosphere	0.208
stratum	-0.27
stratus	-0.104
straw	-0.04
strawberry	0.666
stray	-0.734
streak	-0.12
streaked	-0.084
stream	-0.102
streamer	0.23
streaming	0.184
streamline	0.312
street	0.188
streetcar	-0.22
streetlight	0.346
strength	0.604
strengthen	0.604
strengthening	0.826
strenuous	-0.792
strep	-0.27
stress	-0.472
stressed	-0.666
stresses	-0.77
stressfree	0.666
stressful	-0.694
stressin	-0.708
stressing	-0.674
stressrelief	0.254
stretch	0.208
stretcher	-0.124
stricken	-0.674
strict	-0.236
stride	-0.02
strife	-0.792
strike	-0.5
strikeout	-0.368
striker	0.0
striking	-0.286
strikingly	0.38
string	-0.23
strings	-0.086
stringy	-0.14
strip	-0.146
stripe	0.258
striped	-0.312
stripped	-0.49
stripper	0.25
striptease	0.214
strive	0.164
strobe	-0.02
stroke	-0.688
stroll	0.25
stroller	0.572
strolling	0.51
strong	0.824
stronghold	0.416
strongly	0.26
struck	-0.25
structural	0.164
structure	0.124
strudel	0.254
struggle	-0.639
strut	0.16
stub	-0.208
stubbed	-0.354
stubble	-0.334
stubborn	-0.611
stubbornness	-0.688
stubby	-0.166
stucco	-0.122
stuck	-0.359
stuckup	-0.438
stud	0.128
studded	-0.208
student	0.268
studied	0.572
studio	0.354
study	0.264
stuff	0.244
stuffed animal	0.368
stuffing	-0.166
stuffy	-0.25
stumble	-0.694
stump	-0.102
stumped	-0.312
stun	-0.334
stunned	-0.388
stunner	-0.164
stunning	0.776
stunt	-0.226
stunted	-0.612
stuntman	-0.02
stupefaction	-0.412
stupefy	-0.6
stupendous	0.646
stupid	-0.569
stupidity	-0.542
stupidpeople	-0.854
stupidrain	-0.48
stupor	-0.354
sturdy	0.333
sturgeon	-0.166
stutter	-0.5
sty	-0.408
style	0.49
styling	0.646
stylish	0.77
stylist	0.52
suave	0.448
sub	0.02
subatomic	-0.23
subcommittee	-0.208
subconscious	0.062
subcutaneous	-0.208
subdivide	0.076
subdivision	0.184
subduction	-0.3
subdue	-0.45
subdued	-0.528
subdural	-0.238
subito	-0.256
subject	0.204
subjected	-0.428
subjection	-0.292
subjective	0.02
subjugation	-0.44
sublet	-0.062
sublevel	-0.27
sublimation	0.02
sublime	0.568
subliminal	-0.18
submarine	0.144
submerge	0.034
submerged	-0.326
submersible	-0.188
submission	0.062
submissive	-0.04
submit	0.27
submitting	0.334
subordinate	-0.448
subordination	-0.46
subplot	-0.062
subpoena	-0.438
subscribe	0.32
subscriber	0.124
subscription	0.166
subsequence	-0.124
subsequent	-0.102
subsequently	-0.24
subservient	-0.49
subset	-0.142
subside	-0.25
subsidence	-0.36
subsidiary	0.082
subsidize	0.208
subsidy	0.146
subsist	0.146
subsistence	0.02
subsoil	-0.142
subspace	-0.06
substance	0.23
substandard	-0.53
substantial	0.18
substantially	0.292
substantiate	0.062
substantive	0.0
substation	-0.062
substitute	-0.146
substituted	-0.458
substitution	-0.188
substructure	-0.118
subterranean	-0.062
subtext	0.27
subtitle	-0.11
subtle	0.097
subtlety	0.23
subtract	-0.584
subtraction	-0.674
subtype	-0.146
suburb	-0.292
suburban	-0.122
suburbia	-0.124
suburbs	0.02
subversion	-0.306
subversive	-0.604
subvert	-0.286
subway	-0.164
succeed	0.597
succeeding	0.734
success	0.847
successful	0.875
succession	0.396
successive	0.27
successor	0.458
succinct	0.02
succubus	-0.166
succulent	0.646
succumb	-0.596
suck	-0.641
suckage	-0.813
sucker	-0.47
sucking	-0.546
suckling	0.192
sucks	-0.703
suction	-0.08
sudden	-0.102
suddenly	0.34
suds	-0.084
sue	-0.562
suede	0.084
suffer	-0.764
sufferer	-0.75
suffering	-0.96
suffice	-0.111
sufficiency	0.188
sufficient	0.125
sufficiently	0.552
suffix	-0.14
suffocate	-0.562
suffocating	-0.734
suffocation	-0.96
sugar	0.792
suggest	0.146
suggestion	0.292
suggestive	0.104
suicidal	-0.958
suicide	-0.953
suicidebombing	-0.938
suit	0.153
suitable	0.306
suitcase	0.124
suite	0.58
suitor	0.416
sulfate	-0.146
sulfur	-0.654
sulk	-0.5
sullen	-0.5
sully	-0.244
sulphur	-0.48
sultan	0.058
sultry	0.47
sum	0.584
summarily	-0.062
summarize	0.18
summary	0.458
summation	0.532
summer	0.547
summerhouse	0.592
summertime	0.674
summit	0.25
summon	0.042
summons	0.104
sumo	-0.04
sump	-0.27
sumptuous	0.396
sun	0.469
sunbeam	0.458
sunburn	-0.878
sundae	0.486
sunday	0.552
sundial	0.286
sundown	0.624
sundry	0.086
sunflower	0.756
sunglass	0.368
sunglasses	0.688
sunk	-0.708
sunken	-0.794
sunless	-0.51
sunlight	0.812
sunny	0.48
sunrise	0.646
sunroof	0.362
sunscreen	0.312
sunset	0.75
sunshine	0.77
suntan	0.24
sunup	0.52
sup	0.102
super	0.875
superannuation	-0.104
superb	0.96
superficial	-0.597
superfluous	-0.368
superhero	0.82
superhuman	0.62
superimposed	-0.02
superintendent	0.184
superior	0.681
superiority	0.389
superlative	0.556
superman	0.89
supermarket	0.38
supermodel	0.76
supernatant	0.0
supernatural	0.244
supernova	0.458
superposition	-0.04
superpower	0.612
supersede	-0.042
superstar	0.77
superstition	-0.646
superstitious	-0.438
superstore	0.438
supervise	0.396
supervision	-0.082
supervisor	0.23
supper	0.416
suppertime	0.584
supplant	-0.312
supple	0.624
supplement	0.49
supplemental	0.208
supplementary	0.25
supplication	-0.062
supplier	0.23
supplies	0.396
supply	0.416
support	0.792
supported	0.706
supporter	0.442
supporters	0.526
supporting	0.268
supportive	0.75
suppose	0.102
supposed	-0.375
supposing	-0.102
supposition	0.062
suppress	-0.486
suppression	-0.708
supremacy	0.588
supreme	0.667
supremely	0.666
surcharge	-0.25
sure	0.448
surety	0.552
surf	0.694
surface	-0.104
surfboard	0.458
surfer	0.408
surge	-0.102
surgeon	0.0
surgery	-0.428
surgical	-0.346
surly	-0.558
surmise	0.058
surname	0.34
surpassing	0.438
surplus	0.204
surprise	0.75
surprised	0.568
surprises	0.625
surprising	0.776
surprisingly	0.694
surreal	0.1
surrender	-0.77
surrendering	-0.604
surrogate	-0.188
surround	0.084
surrounding	0.062
surroundings	0.2
surveillance	-0.27
survey	0.16
surveying	-0.024
surveyor	0.09
survival	0.079
survive	0.278
surviving	0.292
survivor	0.672
susceptibility	-0.084
susceptible	-0.124
sushi	0.396
suspect	-0.389
suspected	-0.654
suspend	-0.52
suspended	-0.552
suspenders	-0.218
suspense	-0.428
suspension	-0.424
suspicion	-0.458
suspicions	-0.584
suspicious	-0.625
sustain	0.27
sustained	0.298
sustenance	0.64
suture	-0.52
suv	0.104
sux	-0.188
swab	-0.06
swag	0.312
swagger	-0.334
swallow	-0.172
swami	0.02
swamp	-0.51
swamped	-0.688
swampy	-0.388
swan	0.562
swank	-0.02
swap	0.104
swarm	-0.396
swarming	-0.25
swastika	-0.368
swat	-0.24
sway	0.38
swear	-0.139
swearing	-0.334
sweat	-0.224
sweater	0.408
sweating	-0.416
sweatshirt	0.02
sweatshop	-0.23
sweaty	-0.438
sweep	-0.104
sweeper	-0.06
sweeping	-0.312
sweet	0.764
sweeten	0.816
sweetened	0.88
sweetener	0.34
sweetest	0.918
sweetheart	0.918
sweetie	0.98
sweetness	0.812
sweets	0.82
swell	-0.28
swelling	-0.354
sweltering	-0.592
swerve	-0.448
swift	0.52
swiftly	0.32
swig	0.208
swill	-0.146
swim	0.376
swimmer	0.314
swimming	0.52
swimsuit	0.48
swindle	-0.756
swindler	-0.75
swine	-0.32
swing	0.204
swinger	-0.082
swinging	0.312
swipe	0.146
swirl	-0.02
swish	0.124
switch	0.0
switchblade	-0.286
switchboard	0.142
swivel	0.124
swollen	-0.528
swoon	-0.416
swoop	-0.042
sword	-0.124
swordfish	0.128
swordplay	0.232
swordsman	-0.21
swore	-0.556
sycamore	0.0
syllable	-0.104
syllabus	0.472
symbiotic	0.664
symbol	0.286
symbolic	0.34
symbolically	0.164
symbolism	0.376
symbolize	0.266
symmetric	0.49
symmetrical	0.084
symmetry	0.208
sympathetic	0.736
sympathize	0.319
sympathy	0.319
symphonic	0.55
symphony	0.53
symposium	0.146
symptom	-0.032
symptomatic	-0.266
synagogue	0.062
synapse	0.32
synaptic	0.146
sync	0.604
synchronize	0.562
synchronous	0.2
syncope	-0.51
syndicate	-0.122
syndrome	-0.542
synergistic	0.142
synergy	0.334
synod	-0.062
synonym	0.23
synonymous	-0.04
synopsis	0.082
synoptic	0.122
syntax	0.062
synthesis	0.208
synthesizer	0.0
synthetic	-0.208
syphilis	-0.858
syringe	-0.5
syrup	0.24
system	0.23
systematic	0.234
systematically	0.38
t-shirt	0.63
tab	0.188
tabasco	-0.25
tabby	0.02
tabernacle	-0.184
table	0.102
tableau	0.062
tablecloth	-0.04
tablespoon	-0.02
tablet	0.124
tableware	0.354
tabloid	-0.124
taboo	-0.604
tabular	-0.124
tabulate	-0.04
tabulation	-0.208
tachometer	-0.204
tacit	-0.082
tack	-0.27
tackle	-0.27
tackled	-0.124
tackling	-0.04
tacky	-0.51
taco	0.122
tact	0.1
tactful	0.408
tactic	0.062
tactical	0.188
tactics	0.166
tactile	0.146
tad	-0.082
tadpole	-0.3
taffeta	0.208
taffy	-0.104
tag	0.224
tail	-0.04
tailed	-0.124
tailgate	-0.354
tailings	-0.122
taillight	-0.042
tailor	0.146
tailoring	0.346
tailpipe	-0.08
taint	-0.718
take	0.656
takeoff	0.51
takeout	0.472
takeover	0.326
taker	-0.25
talcum	0.0
tale	0.326
talent	0.708
talented	0.578
talisman	0.408
talk	0.094
talkative	0.124
talker	0.0
tall	0.45
tallies	0.102
tallow	-0.312
tally	0.084
talon	-0.312
talons	-0.36
tambourine	0.244
tame	0.12
tamer	-0.23
taming	0.138
tamper	-0.632
tampon	-0.208
tan	0.286
tandem	0.104
tang	0.188
tangent	0.146
tangerine	0.142
tangible	0.292
tangle	-0.292
tangled	-0.48
tango	0.244
tank	-0.138
tank top	0.22
tanker	0.04
tanned	0.23
tantalizing	0.05
tantamount	0.266
tantrum	-0.562
taoism	-0.02
tap	-0.078
tape	0.062
tape measure	-0.188
taper	0.082
tapering	-0.312
tapestry	0.04
tapeworm	-0.286
tapioca	0.188
taps	-0.104
tar	-0.124
tarantula	-0.48
tardiness	-0.408
tardy	-0.592
target	0.266
targeted	0.146
targeting	0.02
tariff	-0.082
tarmac	-0.286
tarnish	-0.592
tarot	-0.042
tarp	-0.042
tarry	-0.216
tart	0.438
tartan	-0.104
tartar	-0.572
task	0.1
tassel	0.104
taste	0.125
tasteful	0.836
tasteless	-0.708
tasting	0.562
tasty	0.918
tat	-0.142
tattler	-0.166
tattletale	0.266
tattoo	-0.02
taught	0.628
taunt	-0.528
taupe	-0.188
taut	-0.136
tavern	0.032
tawdry	-0.25
tawny	0.102
tax	-0.236
taxed	-0.49
taxi	0.084
taxicab	-0.042
taxonomy	-0.26
taxpayer	0.184
tea	0.396
teach	0.68
teacher	0.52
teaching	0.644
teacup	0.266
teahouse	0.604
teal	0.08
team	0.416
teamjesus	0.346
teammate	0.73
teamwork	0.836
teapot	-0.042
tear	-0.444
tearful	-0.584
tears	-0.422
tearsofjoy	0.852
teary	-0.666
tease	-0.366
teaser	0.02
teasing	-0.063
teaspoon	0.042
teat	0.224
teatime	0.694
tech	0.368
technical	0.02
technicality	0.264
technician	0.184
technique	0.52
techno	0.122
technological	0.36
technology	0.552
ted	0.424
teddy bear	0.78
tedious	-0.25
tedium	-0.552
tee	-0.082
teeming	0.164
teen	0.458
teenager	0.562
teens	0.306
teensy	0.04
teeny	-0.146
teeth	0.04
teething	-0.109
teflon	-0.292
telegram	0.122
telegraph	0.188
telekinesis	0.164
telemetry	-0.08
telepathic	0.204
telepathy	0.188
telephone	0.388
telescope	0.062
telescopic	-0.02
telethon	0.286
teletype	0.064
televised	0.25
television	0.266
tell	0.102
teller	0.0
telling	0.438
telltale	-0.52
temp	-0.02
temper	-0.292
tempera	-0.084
temperament	-0.16
temperamental	-0.368
temperance	0.0
temperate	-0.062
temperature	0.042
tempered	0.166
tempest	-0.51
template	-0.042
temple	0.224
tempo	0.164
temporal	0.0
temporarily	0.0
temporary	-0.084
tempt	-0.58
temptation	-0.208
tempting	0.23
temptress	-0.146
ten	0.124
tenable	0.482
tenacious	0.448
tenacity	0.48
tenancy	0.0
tenant	-0.23
tend	0.208
tendency	0.368
tender	0.26
tenderfoot	-0.062
tenderness	0.898
tending	0.244
tendon	-0.318
tenement	-0.06
tenet	0.334
tenets	0.468
tenfold	-0.062
tennis	0.244
tenor	0.174
tense	-0.208
tensile	-0.084
tension	-0.25
tent	0.02
tentacle	-0.26
tentative	0.164
tenth	0.02
tenths	-0.188
tenuous	-0.204
tenure	0.23
tepee	0.0
tepid	-0.326
tequila	0.224
teriyaki	0.292
term	-0.1
terminal	-0.368
terminate	-0.658
termination	-0.312
terminator	-0.26
terminology	0.224
terminus	-0.438
termite	-0.47
terms	-0.02
tern	0.146
ternary	0.1
terrace	0.23
terrain	0.08
terrestrial	0.084
terrible	-0.917
terribly	-0.878
terrier	0.124
terrific	0.718
terrified	-0.82
terrifies	-0.834
terrify	-0.896
terrifying	-0.938
territorial	-0.19
territory	0.25
terror	-0.986
terrorism	-0.88
terrorist	-0.962
terrorists	-0.876
terrorize	-0.918
terse	0.084
tertiary	0.0
test	-0.102
testament	0.188
testicle	-0.084
testicular	-0.224
testify	0.042
testimonial	0.082
testimony	0.23
testosterone	0.146
testy	-0.73
tetanus	-0.734
tether	-0.354
tethered	-0.48
tetrahedral	0.19
text	0.208
textbook	0.244
textile	0.208
textural	0.32
texture	0.23
tgif	0.084
thank	0.708
thankful	0.938
thankgod	0.646
thanking	0.834
thankless	-0.708
thanks	0.836
thanksalot	0.816
thanksgiving	0.854
thankyougod	0.8
thankyoujesus	0.756
thankyoulord	0.618
thatch	-0.326
thatmoment	0.334
thaumaturgy	0.02
thaw	-0.124
theater	0.52
theatrical	0.44
theatrics	0.388
thebest	0.52
theft	-0.766
theism	-0.08
theistic	-0.206
thelife	0.376
thelittlethings	0.142
theme	0.082
theocracy	-0.02
theocratic	-0.24
theologian	0.042
theological	-0.04
theology	-0.104
theorem	0.0
theoretical	0.23
theory	0.166
therapeutic	0.25
therapeutics	0.104
therapist	-0.064
therapy	-0.02
thereabouts	-0.146
thereof	0.084
therewith	-0.076
thermal	-0.04
thermocouple	-0.188
thermodynamics	0.02
thermometer	-0.2
thermos	0.164
thermostat	-0.122
thesaurus	0.04
thesis	0.166
thick	-0.102
thicken	-0.188
thickening	-0.104
thicket	-0.23
thickness	0.104
thief	-0.824
thigh	-0.062
thimble	-0.02
thin	-0.062
thing	-0.102
things	0.038
thingy	-0.084
think	0.572
thinker	0.412
thinking	0.44
third	0.102
thirds	-0.196
thirst	-0.404
thirsty	-0.438
thirteen	-0.082
thirteenth	-0.184
thirty	0.124
thistle	-0.146
thither	0.0
thong	-0.066
thorn	-0.408
thorny	-0.646
thorough	-0.066
thoroughbred	0.338
thoroughfare	0.164
though	-0.109
thought	-0.063
thoughtful	0.764
thoughtfulness	0.734
thoughtless	-0.612
thoughts	0.49
thousand	0.326
thrash	-0.48
thread	0.292
threat	-0.746
threaten	-0.806
threatened	-0.896
threatening	-0.858
three	0.306
threefold	0.042
threesome	-0.02
thresh	-0.02
threshold	0.062
thrice	-0.062
thrift	0.52
thrifty	0.208
thrill	0.472
thrilled	0.796
thriller	-0.02
thrilling	0.86
thrive	0.896
thriving	0.73
throat	-0.3
throb	0.0
throbbing	0.29
throes	-0.708
throne	0.448
throng	-0.04
throttle	0.124
throw	0.016
throwback	-0.44
thrower	-0.06
thrown	0.0
thrush	-0.388
thrust	0.02
thruster	0.396
thud	-0.49
thug	-0.52
thumb	0.346
thumbprint	0.02
thump	-0.44
thumper	-0.292
thumping	-0.572
thunder	-0.408
thunderbolt	-0.164
thunderclap	-0.22
thundering	-0.326
thunderstorm	-0.73
thunderstruck	-0.612
thwart	-0.722
thx	0.124
thyme	0.122
thyroid	-0.532
tiara	0.438
tibia	-0.1
tic	-0.458
tick	0.042
ticked	-0.062
ticker	-0.042
ticket	0.368
tickle	0.52
tickled	0.51
ticklish	0.646
tidal	0.184
tidal wave	-0.52
tidbit	0.104
tide	0.082
tidings	0.22
tidy	0.52
tie	0.326
tier	0.04
tiff	0.062
tiger	-0.042
tighten	-0.224
tightness	-0.312
tightrope	-0.292
tights	0.166
tilde	0.04
tile	-0.142
tiling	0.2
till	-0.02
