word	sentiment
dilatation	-0.23
dilation	-0.306
dildo	0.072
dilemma	-0.389
diligence	0.376
diligent	0.444
dill	-0.146
diluent	-0.166
dilute	-0.45
diluted	-0.062
dilution	-0.11
dim	-0.319
dime	0.306
dimension	0.184
dimensional	0.122
diminish	-0.52
diminished	-0.688
diminution	-0.368
diminutive	-0.354
dimwit	-0.49
din	-0.12
dine	0.642
diner	0.286
dinghy	0.02
dingo	0.216
dingy	-0.688
dining	0.448
dinky	-0.286
dinner	0.406
dinnertime	0.592
dinosaur	-0.104
dint	-0.244
diocesan	0.04
diocese	0.02
diorama	0.184
dioxide	-0.292
dip	0.032
diploma	0.5
diplomacy	0.48
diplomat	0.126
diplomatic	0.306
dipper	0.096
dippy	-0.14
dipstick	-0.27
dire	-0.572
direct	0.586
directed	0.084
direction	0.438
directive	0.208
directly	0.494
director	0.376
directory	-0.122
dirt	-0.458
dirty	-0.597
disability	-0.854
disable	-0.77
disabled	-0.384
disadvantage	-0.764
disadvantageous	-0.681
disaffected	-0.648
disagree	-0.431
disagreeable	-0.556
disagreeing	-0.49
disagreement	-0.611
disallow	-0.688
disallowed	-0.73
disapointment	-0.792
disappear	-0.714
disappearance	-0.572
disappearing	-0.666
disappoint	-0.653
disappointed	-0.858
disappointing	-0.563
disappointment	-0.472
disapproval	-0.83
disapprove	-0.75
disapproved	-0.792
disapproving	-0.51
disarm	-0.416
disarray	-0.604
disaster	-0.847
disastrous	-0.847
disavow	-0.524
disavowal	-0.413
disband	-0.396
disbelief	-0.403
disbelieve	-0.624
disburse	-0.164
disbursement	-0.52
disc	0.244
discard	-0.52
discarded	-0.542
discards	-0.52
discern	-0.082
discernible	-0.146
discerning	0.084
discernment	-0.184
discharge	-0.431
disciple	0.53
disciplinary	0.124
discipline	0.23
disciplined	0.456
disclaim	-0.048
disclaimer	-0.266
disclose	-0.02
disclosed	-0.458
disclosure	0.0
disco	0.42
discoloration	-0.552
discolored	-0.592
discomfort	-0.431
disconcerted	-0.25
disconcerting	-0.788
disconnect	-0.124
disconnected	-0.416
disconnection	-0.666
disconnects	-0.488
discontent	-0.667
discontinuance	-0.754
discontinue	-0.292
discontinuity	-0.394
discontinuous	-0.534
discord	-0.431
discount	0.448
discounted	0.354
discourage	-0.611
discouraged	-0.56
discouragement	-0.776
discouraging	-0.666
discourse	-0.18
discover	0.542
discovery	0.646
discredit	-0.85
discredited	-0.776
discreet	0.056
discrepancy	-0.48
discrete	0.17
discretion	0.389
discretionary	0.04
discriminate	-0.75
discriminating	-0.68
discrimination	-0.898
discus	0.084
discuss	0.056
discussion	-0.334
disdain	-0.694
disdainful	-0.806
disease	-0.806
diseased	-0.754
disembodied	-0.666
disengage	-0.188
disengagement	-0.346
disfigured	-0.694
disgrace	-0.878
disgraced	-0.858
disgraceful	-0.836
disgruntled	-0.792
disguise	0.146
disguised	0.0
disgust	-0.833
disgusted	-0.898
disgusting	-0.938
dish	0.104
disheartened	-0.694
disheartening	-0.98
dishonest	-0.618
dishonesty	-0.812
dishonor	-0.792
dishonorable	-0.776
dishwasher	-0.04
disillusionment	-0.898
disinclination	-0.75
disincline	-0.084
disinclined	-0.23
disinfect	-0.104
disinfectant	0.062
disinfection	0.034
disinformation	-0.54
disingenuous	-0.612
disintegrate	-0.714
disintegration	-0.812
disinterested	-0.204
disjoint	-0.298
disjointed	-0.354
disjunctive	-0.428
disk	0.146
diskette	0.062
dislike	-0.54
disliked	-0.876
disliking	-0.674
dislocated	-0.75
dislocation	-0.542
dislodge	-0.572
disloyal	-0.876
disloyalty	-0.626
dismal	-0.681
dismantle	-0.306
dismay	-0.372
dismayed	-0.67
dismemberment	-0.792
dismiss	-0.361
dismissal	-0.694
dismissive	-0.624
dismount	-0.278
disobedience	-0.898
disobedient	-0.448
disobey	-0.714
disorder	-0.619
disordered	-0.58
disorderly	-0.624
disorganized	-0.528
disorientation	-0.674
disoriented	-0.546
disown	-0.694
disparage	-0.816
disparaging	-0.796
disparate	-0.124
disparity	-0.584
dispassionate	-0.602
dispatch	-0.366
dispatcher	-0.27
dispel	-0.224
dispensary	-0.188
dispensation	-0.224
dispense	0.122
dispenser	0.166
dispersal	-0.224
disperse	-0.25
dispersed	-0.312
dispersion	-0.46
dispirited	-0.592
displace	-0.152
displaced	-0.438
displacement	-0.448
displacency	0.0
display	0.354
displease	-0.958
displeased	-0.73
displeasure	-0.873
disposable	-0.458
disposal	-0.528
dispose	-0.375
disposed	0.376
disposition	0.326
dispossessed	-0.292
disprove	-0.333
disputable	-0.194
dispute	-0.347
disqualification	-0.868
disqualified	-0.742
disqualify	-0.584
disquieted	-0.542
disregard	-0.646
disregarded	-0.48
disrelish	-0.25
disreputable	-0.792
disrepute	-0.584
disrespect	-0.876
disrespectful	-0.938
disrupt	-0.47
disrupting	-0.628
disruption	-0.53
disruptive	-0.49
dissatisfaction	-0.77
dissatisfied	-0.916
dissect	-0.266
dissection	-0.448
disseminate	0.124
dissemination	-0.048
dissension	-0.5
dissent	-0.4
dissenting	-0.584
dissertation	-0.376
disservice	-0.5
dissident	-0.3
dissimilar	-0.448
dissipate	-0.23
dissipated	-0.438
dissociation	-0.73
dissociative	-0.438
dissolution	-0.592
dissolve	-0.458
dissonance	-0.654
dissuade	-0.036
distal	-0.18
distance	-0.534
distant	-0.542
distaste	-0.632
distasteful	-0.472
distillate	0.0
distillation	-0.208
distilled	-0.146
distinct	0.306
distinction	0.167
distinctive	0.347
distinguish	0.286
distinguishable	0.27
distinguished	0.646
distinguishing	0.244
distort	-0.571
distorted	-0.5
distortion	-0.402
distract	-0.518
distracted	-0.612
distracting	-0.11
distraction	-0.196
distraught	-0.77
distress	-0.762
distressed	-0.714
distressing	-0.85
distribute	0.286
distribution	0.27
distributor	0.404
district	-0.124
distrust	-0.88
disturb	-0.361
disturbance	-0.639
disturbed	-0.75
disturbing	-0.708
disuse	-0.542
disused	-0.5
ditch	-0.286
ditto	-0.102
ditty	-0.06
diurnal	0.428
diva	0.32
divan	0.5
dive	0.166
diver	0.188
diverge	-0.25
divergence	-0.142
divergent	-0.102
diverging	-0.166
divers	0.166
diverse	0.124
diversified	0.204
diversify	0.312
diversion	0.48
diversionary	0.102
diversity	0.612
divert	-0.312
diverting	-0.208
divest	-0.27
divested	-0.334
divestment	-0.396
divide	-0.083
divided	-0.458
dividend	0.166
divination	0.0
divine	0.889
divinity	0.75
divisible	-0.354
division	-0.403
divisor	-0.312
divorce	-0.639
divorcee	-0.694
divulge	0.062
divvy	-0.298
dizziness	-0.542
dizzy	-0.602
do	0.34
doable	0.52
doc	-0.084
docile	0.208
dock	-0.02
docked	-0.438
docket	0.01
docking	-0.292
doctor	0.4
doctorate	0.552
doctrinal	0.02
doctrine	0.0
document	0.188
documentary	0.244
documentation	0.438
documents	0.06
dodge	-0.334
dodger	-0.146
dodging	-0.208
dodgy	-0.438
dodo	-0.124
doe	0.1
doer	0.448
dog	0.156
dogface	-0.562
dogged	-0.49
doggy	0.292
doghouse	-0.124
dogma	0.06
dogmatic	-0.104
dogsick	0.142
doings	0.208
doit	0.0
dojo	0.0
doldrums	-0.542
dole	-0.104
doll	0.458
dollar	0.51
dollhouse	0.286
dolor	-0.666
dolphin	0.552
domain	0.146
dome	0.24
domestic	0.458
domesticated	0.27
domestication	0.188
domicile	0.208
domiciled	0.084
dominance	0.084
dominant	-0.188
dominate	-0.236
dominating	-0.146
domination	-0.417
dominatrix	-0.22
dominion	0.084
domino	0.188
don	0.292
donate	0.548
donated	0.422
donation	0.584
donkey	-0.375
donor	0.428
dontlikeyou	-0.89
dontmess	-0.208
dontmesswithme	-0.376
dontpanic	-0.062
dontunderstand	-0.562
doodle	0.208
doom	-0.917
doomed	-0.918
doomsday	-0.75
door	0.098
doorbell	0.128
doorknob	-0.188
doorman	0.14
doormat	-0.084
doornail	-0.082
doorstep	0.062
doorway	0.146
dopamine	0.096
dope	-0.41
dopey	-0.36
dork	-0.456
dorky	-0.396
dorm	0.438
dormant	-0.23
dormitory	0.266
dorsal	-0.102
dosage	-0.312
dose	-0.084
dossier	-0.286
dot	-0.132
doting	0.776
dotted	-0.04
dotty	-0.25
double	0.167
doubled	-0.146
doublet	-0.16
doubling	-0.082
doubt	-0.278
doubtful	-0.444
doubting	-0.552
doubtless	0.278
doubts	-0.388
douche	-0.02
douchebags	-0.346
dough	0.176
doughboy	-0.27
doughnut	0.326
dour	-0.28
douse	-0.27
dove	0.458
down	-0.141
downcast	-0.858
downer	-0.76
downfall	-0.6
downfield	0.042
downhearted	-0.762
downhill	-0.416
download	0.204
downpour	-0.344
downright	0.25
downriver	0.084
downside	-0.62
downtime	-0.52
downward	-0.624
downy	0.26
dowry	0.208
doze	0.184
dozen	0.166
drab	-0.346
draft	-0.124
drafty	-0.084
drag	-0.333
dragon	0.082
dragonfly	0.142
drain	-0.446
drainage	-0.562
drained	-0.38
draining	-0.326
drainpipe	-0.166
drake	-0.066
drama	-0.156
dramaqueen	-0.326
dramatic	-0.266
drape	-0.166
drapery	-0.042
drastic	-0.612
drat	-0.396
draught	-0.07
draw	0.408
drawback	-0.396
drawbridge	0.102
drawer	-0.142
drawers	0.078
drawing	0.396
dread	-0.766
dreaded	-0.756
dreadful	-0.875
dreadfully	-0.508
dreading	-0.484
dream	0.438
dreamboat	0.552
dreamer	0.64
dreaming	0.708
dreamland	0.688
dreams	0.484
dreamt	0.624
dreamy	0.674
dreary	-0.48
dredge	-0.146
drenched	-0.396
dress	0.52
dresser	0.208
dressmaker	0.396
dressy	0.6
dribble	-0.166
dried	-0.146
drier	-0.388
drift	-0.368
drifted	-0.376
drifter	-0.102
driftwood	-0.358
drill	-0.5
drink	0.3
drinker	-0.27
drinking	0.124
drinks	0.458
drip	-0.216
dripping	-0.396
drive	0.319
drivel	-0.204
driver	0.106
driveway	0.224
drizzle	0.042
droll	-0.082
drone	-0.142
drones	-0.204
drool	-0.23
drooping	-0.51
droopy	-0.124
drop	-0.508
droplet	0.25
dropout	-0.494
dropper	-0.334
drought	-0.734
drove	0.082
drown	-0.472
drowsiness	-0.48
drowsy	-0.25
drudgery	-0.812
drug	-0.572
drug dealing	-0.916
drugged	-0.796
druggist	-0.52
drugs	-0.666
drugstore	-0.02
druid	0.034
drum	0.23
drummer	0.292
drumming	0.188
drunk	-0.389
drunk driving	-0.854
drunkard	-0.52
drunken	-0.69
drunkenness	-0.572
dry	-0.274
dryer	-0.042
dryness	-0.416
dual	0.146
dualism	-0.02
duality	-0.124
dub	0.02
dubious	-0.5
duchess	0.312
duck	0.188
ducking	-0.312
duckling	0.204
ducky	0.04
duct	-0.102
ductile	0.016
dud	-0.666
dude	0.618
duds	-0.306
due	0.124
duel	-0.458
dues	-0.266
duet	0.388
duffel	0.0
dugout	-0.02
duh	-0.286
duke	0.334
dull	-0.556
dullard	-0.1
dumb	-0.472
dumbasses	-0.368
dumbbell	-0.396
dumbbitch	-0.438
dumfound	-0.458
dumfounder	-0.188
dummy	-0.12
dump	-0.5
dumped	-0.625
dumpling	0.16
dumps	-0.396
dumpster	-0.542
dun	-0.084
dunce	-0.624
dune	-0.082
dung	-0.792
dungeon	-0.448
dunk	-0.188
duo	0.02
dupe	-0.632
duper	0.031
duplex	0.184
duplicate	0.042
duplication	-0.04
duplicity	-0.188
durability	0.5
durable	0.458
duration	0.312
duress	-0.396
dusk	0.064
dusky	-0.542
dust	-0.109
duster	-0.184
dustpan	0.218
dusty	-0.188
dutiful	0.448
duty	-0.014
dwarf	-0.26
dwarfed	-0.27
dweeb	-0.292
dwell	0.396
dweller	0.23
dwelling	0.53
dye	-0.042
dying	-0.972
dyke	-0.124
dynamic	0.556
dynamical	0.572
dynamics	0.49
dynamite	-0.312
dynamo	0.062
dynasty	0.45
dysentery	-0.48
dysfunction	-0.688
dysfunctional	-0.75
dyspepsia	-0.576
eager	0.653
eagerness	-0.188
eagle	0.208
ear	-0.062
earful	0.066
earl	0.164
earlier	0.124
early	0.266
earn	0.73
earnest	0.25
earnestly	0.694
earnestness	0.624
earnings	0.876
earpiece	0.166
earring	0.166
earrings	0.352
earshot	0.104
earth	0.5
earthenware	0.104
earthling	0.062
earthly	0.25
earthquake	-0.854
earthy	-0.25
ease	0.278
easel	0.388
easement	-0.042
easily	0.77
east	0.02
eastbound	0.082
eastern	0.042
easy	0.597
easygoing	0.646
eat	0.172
eater	-0.082
eating	0.694
eatingdisorders	-0.27
eavesdrop	-0.25
eavesdropping	-0.02
ebb	-0.292
ebony	-0.02
ebullient	0.318
eccentric	0.062
eccentricity	-0.184
ecclesiastical	0.346
echelon	-0.02
echinacea	0.184
echo	0.146
eclectic	0.292
eclipse	0.082
ecliptic	0.062
ecological	0.77
economic	0.122
economical	0.334
economics	0.25
economy	0.166
ecosystem	0.458
ecstasy	0.592
ecstatic	0.75
ecumenical	0.122
eddy	0.0
edema	-0.5
edge	0.056
edging	-0.042
edgy	-0.438
edible	0.5
edict	-0.368
edification	0.25
edifice	0.102
edit	0.02
editing	0.208
edition	0.084
editor	0.544
editorial	0.166
educate	0.52
educated	0.417
education	0.206
educational	0.236
educator	0.654
eeeek	-0.266
eeek	-0.334
eek	-0.416
eel	-0.416
eerie	-0.47
effect	0.14
effective	0.681
effectiveness	0.583
effects	-0.06
effectual	0.552
effectually	0.448
effectuate	0.02
effeminate	-0.326
efficacious	0.646
efficacy	0.194
efficiency	0.365
efficient	0.593
effigy	0.02
effort	0.094
effortless	0.252
effusion	-0.312
effyou	-0.292
egg	0.368
egghead	-0.368
eggnog	0.27
eggplant	0.184
eggshell	-0.184
ego	-0.094
egomaniac	-0.734
egotistical	-0.688
egregious	-0.7
egress	-0.02
eight	0.08
eighteen	0.046
eighth	0.062
eighty	0.0
ejaculate	0.208
ejaculation	0.23
eject	-0.132
ejection	-0.624
elaborate	0.122
elaboration	0.416
elan	0.124
elapse	0.028
elapsed	0.166
elastic	0.312
elasticity	0.27
elated	0.584
elation	0.48
elbow	-0.104
eld	-0.058
elder	-0.104
elders	0.204
eldest	0.25
elect	0.334
election	0.25
elective	0.224
elector	-0.042
electoral	-0.02
electorate	0.12
electric	-0.084
electric slide	0.084
electrical	0.062
electrician	-0.102
electricity	0.396
electrify	0.04
electrocute	-0.458
electrocution	-0.646
electromagnetic	0.062
electron	0.04
electronic	0.142
electronics	0.416
elegance	0.836
elegant	0.736
element	0.062
elemental	0.254
elementary	0.188
elements	0.02
elephant	0.062
elevate	0.624
elevated	0.408
elevation	0.52
elevator	0.124
eleven	-0.102
eleventh	0.188
elf	-0.08
elicit	-0.188
eligible	0.5
eliminate	-0.639
elimination	-0.625
elite	0.376
elitist	0.0
elixir	0.416
elk	-0.122
ell	-0.062
ellipse	0.062
ellipsis	0.306
ellipsoid	0.0
elliptic	0.0
elliptical	-0.324
elm	0.02
elongate	0.166
elongation	0.122
elope	-0.208
eloquence	0.458
eloquent	0.708
elucidate	0.166
elucidation	0.3
elude	-0.124
elusive	-0.542
emaciated	-0.794
email	0.396
emanate	0.306
emancipation	0.408
embankment	0.354
embargo	-0.542
embark	0.082
embarrass	-0.836
embarrassed	-0.632
embarrassing	-0.548
embarrassment	-0.714
embassy	0.244
embattled	-0.53
embed	-0.166
embellish	0.684
embellishment	0.346
embers	-0.02
embezzlement	-0.714
embezzler	-0.708
emblem	0.28
emblematic	0.542
embodiment	0.124
embolism	-0.792
embossed	0.062
embrace	0.778
embroidered	0.354
embroidery	0.562
embroiled	-0.326
embryo	0.346
embryonic	0.146
emcee	0.388
emerald	0.48
emerge	0.204
emergence	-0.448
emergency	-0.722
emeritus	0.266
emery	-0.062
emetophobia	-0.514
emigrate	-0.288
emigration	0.128
eminence	0.632
eminent	0.181
eminently	0.388
emir	0.02
emissary	0.124
emission	0.02
emit	0.276
emo	-0.292
emotion	0.386
emotional	-0.203
emotive	0.834
empathic	0.52
empathize	0.604
empathy	0.458
emperor	0.302
emphasis	0.306
emphasize	0.02
emphatic	0.23
emphysema	-0.688
empire	0.376
empirical	0.0
empiricism	0.166
employ	0.458
employee	0.164
employer	0.326
employment	0.5
emporium	0.244
empower	0.388
empress	0.432
emptiness	-0.646
emption	0.14
empty	-0.417
emu	-0.16
emulate	-0.124
emulsion	0.124
enable	0.208
enablement	0.2
enact	0.36
enactment	0.334
enamel	0.188
encampment	0.354
enchant	0.722
enchanted	0.834
enchanting	0.834
enchantment	0.632
enchantress	-0.204
enchilada	0.084
encircle	-0.08
encircling	0.02
enclave	0.062
enclose	0.062
enclosure	-0.166
encode	-0.02
encomiastic	0.082
encomium	0.082
encompass	0.04
encore	0.02
encounter	0.73
encourage	0.764
encouraged	0.906
encouragement	0.806
encouraging	0.646
encroach	-0.396
encroachment	-0.49
encrypt	0.0
encryption	0.094
encumbrance	-0.4
encyclopedia	0.358
end	-0.604
end table	0.082
endanger	-0.683
endangered	-0.834
endangerment	-0.666
endearing	0.326
endeavor	0.354
ended	-0.396
endemic	-0.188
endgame	-0.102
ending	-0.312
endless	-0.306
endocarditis	-0.53
endorse	0.472
endorsement	0.668
endow	0.368
endowed	0.51
endowment	0.37
endpapers	0.084
endpoint	-0.378
endurance	0.184
endure	-0.36
enduring	0.266
enema	-0.438
enemy	-0.861
energetic	0.667
energize	0.584
energy	0.888
enforce	-0.042
enforcement	0.188
enforcer	-0.204
engage	0.635
engaged	0.674
engagement	0.812
engaging	0.896
engender	0.122
engine	0.23
engineer	0.438
engineering	0.47
engrave	-0.028
engraved	0.084
engraver	0.104
engraving	0.208
engrossed	0.082
engrossing	0.396
engulf	-0.361
enhance	0.397
enhancement	0.754
enigma	0.026
enigmatic	-0.062
enjoin	0.188
enjoy	0.852
enjoyable	0.806
enjoying	0.875
enjoyment	0.875
enlarge	0.47
enlarged	0.346
enlargement	0.354
enlighten	0.722
enlightened	0.912
enlightening	0.65
enlightenment	0.674
enlist	0.02
enliven	0.666
enmity	-0.812
ennui	-0.188
enormity	0.188
enormous	0.354
enormously	0.52
enraged	-0.834
enrich	0.792
enroll	0.392
enrollment	0.334
ensemble	0.394
ensign	0.326
enslave	-0.854
enslaved	-0.792
enslavement	-0.828
ensue	0.396
ensure	-0.028
entail	-0.032
entangled	-0.362
entanglement	-0.396
enter	0.416
enterprise	0.52
enterprising	0.73
entertain	0.587
entertained	0.804
entertainer	0.776
entertaining	0.666
entertainment	0.472
enthralled	0.49
enthusiasm	0.708
enthusiast	0.734
enthusiastic	0.986
entice	0.042
entire	0.378
entirety	0.708
entitle	0.458
entity	0.084
entomology	-0.124
entourage	-0.018
entrails	-0.27
entrance	0.396
entrapment	-0.646
entreat	-0.392
entree	0.23
entrepreneur	0.77
entrust	0.386
entry	0.104
enumerate	0.042
enumeration	0.096
envelope	0.208
envious	-0.78
environ	0.448
environment	0.292
environmental	0.266
environs	0.122
envision	0.25
envoy	0.062
envy	-0.52
enzyme	0.124
ephemeral	0.0
ephemeris	0.28
epic	0.5
epidemic	-0.816
epidermis	-0.164
epidural	-0.306
epilepsy	-0.878
epileptic	-0.708
epilogue	0.164
epiphany	0.25
episcopal	0.084
episode	0.438
episodic	0.062
epistle	0.208
epitaph	-0.448
epithet	-0.056
epitome	0.02
epoch	0.106
equal	0.562
equality	0.444
equalization	0.25
equalize	0.476
equalizer	0.208
equally	0.25
equate	0.448
equation	-0.042
equator	0.1
equatorial	0.1
equestrian	0.266
equidistant	-0.25
equilibration	0.448
equilibrium	0.352
equip	0.3
equipment	0.49
equitable	0.5
equity	0.333
equivalence	0.326
equivalent	0.292
equivocal	0.042
era	0.23
eradicate	-0.48
eradication	-0.584
erase	-0.52
eraser	-0.084
erasure	-0.438
ere	-0.042
erect	0.286
erectile	0.084
erection	0.28
ergo	-0.23
erode	-0.584
erosion	-0.376
erotic	0.25
erotica	0.562
err	-0.708
errand	-0.23
errant	-0.59
erratic	-0.458
erratum	-0.346
erroneous	-0.886
error	-0.444
erst	-0.446
erudite	0.438
erupt	-0.624
eruption	-0.688
escalade	-0.04
escalate	0.306
escalating	0.292
escalation	0.142
escalator	0.0
escape	-0.266
escaped	-0.27
escarpment	-0.188
eschew	-0.632
escort	0.458
escrow	-0.102
esophagus	-0.142
esoteric	0.0
especial	0.654
espionage	-0.376
espouse	0.604
espresso	0.354
esprit	0.104
esquire	0.208
essay	0.118
essayist	0.312
essence	0.326
essential	0.528
essentially	0.5
establish	0.292
established	0.592
establishment	0.38
estate	0.306
esteem	0.49
esteemed	0.388
esthetic	0.27
estimable	0.592
estimate	0.438
estimation	0.48
estoppel	-0.292
estranged	-0.688
estrogen	0.16
estuary	-0.062
etch	0.02
etching	0.134
eternal	0.708
eternity	0.53
ethanol	-0.334
ether	-0.02
ethereal	0.04
ethic	0.572
ethical	0.486
ethics	0.417
ethnic	0.166
ethnography	0.142
etiology	0.0
etiquette	0.208
etymology	0.062
eucalyptus	0.204
euchre	-0.06
eugenics	-0.104
eulogistic	0.48
eulogium	0.084
eulogize	0.7
eulogy	0.25
euphemism	-0.164
euphoria	0.538
euphoric	0.49
euro	0.36
euthanasia	-0.542
evacuate	-0.292
evacuation	-0.68
evade	-0.392
evaluate	0.326
evaluation	0.084
evanescence	0.054
evangelical	0.204
evangelist	0.164
evangelistic	0.32
evaporate	-0.286
evaporation	0.112
evasion	-0.542
evasive	-0.766
eve	0.224
even	0.222
evening	0.094
evens	0.184
event	0.49
eventful	0.086
eventual	0.266
eventuality	-0.062
ever	0.078
evergreen	0.458
everlasting	0.48
evermore	0.354
everyday	0.48
everyman	0.044
evict	-0.916
eviction	-0.63
evidence	0.0
evident	0.266
evidentiary	-0.104
evil	-0.958
evoke	-0.124
evolution	0.562
evolutionary	0.592
evolve	0.31
ewe	-0.142
ex	-0.5
exacerbate	-0.354
exacerbation	-0.312
exact	0.194
exacting	-0.104
exaggerate	-0.614
exaggerated	-0.552
exaggeration	-0.376
exalt	0.312
exaltation	0.188
exalted	0.352
exam	-0.042
examination	-0.244
examine	0.23
examiner	-0.188
example	0.084
exasperated	-0.542
exasperation	-0.572
excavate	0.166
excavation	0.08
excavator	-0.146
exceed	0.0
exceeding	0.0
excel	0.122
excellence	0.984
excellent	0.889
excelsior	0.4
excepting	-0.184
exception	0.097
exceptional	0.612
excerpt	-0.126
excess	-0.389
excessive	-0.333
excessively	-0.102
exchange	0.48
excise	-0.104
excision	-0.48
excitability	0.812
excitable	0.606
excitation	0.584
excite	0.653
excited	0.861
excitement	0.958
exciting	0.9
exclaim	0.27
exclamation	0.224
exclude	-0.458
excluded	-0.878
excluding	-0.458
exclusion	-0.583
exclusive	0.584
excrement	-0.918
excretion	-0.43
excruciating	-0.834
excursion	0.25
excuse	-0.52
exec	0.28
execute	-0.346
execution	-0.68
executioner	-0.53
executive	0.408
executor	-0.27
exegesis	-0.084
exemplar	0.688
exemplary	0.666
exemplify	0.47
exempt	0.176
exemption	0.062
exercise	0.5
exert	0.388
exertion	0.326
exhale	0.084
exhaust	0.092
exhausted	-0.754
exhaustion	-0.268
exhaustive	-0.224
exhibit	0.376
exhibition	0.396
exhilarated	0.78
exhilarating	0.834
exhilaration	0.584
exhort	-0.244
exhortation	0.062
exhumation	-0.646
exhume	-0.632
exigent	-0.23
exile	-0.632
exist	0.714
existence	0.25
existent	0.27
existential	0.166
existing	0.604
exit	-0.26
exodus	-0.428
exonerate	0.184
exorbitant	-0.204
exorcism	-0.674
exorcist	-0.562
exotic	0.68
expand	0.584
expanded	0.52
expanse	0.188
expansion	0.552
expansive	0.416
expatriate	-0.47
expect	-0.062
expectance	0.104
expectancy	0.162
expectant	0.416
expectation	0.542
expected	0.458
expecting	0.122
expediency	0.208
expedient	0.333
expedite	0.142
expedition	0.47
expeditious	0.204
expel	-0.438
expendable	-0.042
expenditure	-0.5
expense	-0.181
expenses	-0.52
expensive	-0.056
experience	0.361
experienced	0.542
experiences	0.586
experiment	-0.042
experimental	-0.166
experimentation	0.274
experimenter	0.416
expert	0.458
expertise	0.584
expiration	-0.47
expire	0.146
expired	-0.604
expiry	-0.612
explain	0.438
explanation	0.23
explanatory	0.146
expletive	-0.286
explication	0.02
explicit	0.124
explode	-0.446
exploit	-0.917
exploitation	-0.688
exploration	0.188
exploratory	0.306
explore	0.552
explorer	0.458
explosion	-0.528
explosions	-0.754
explosive	-0.708
expo	0.22
exponent	0.058
exponential	0.408
export	0.134
exportation	0.52
expose	-0.312
exposed	-0.058
exposition	0.042
expository	0.412
exposure	0.14
expound	-0.124
express	0.52
expression	0.58
expressive	0.51
expressway	0.266
expropriation	-0.624
expulsion	-0.62
exquisite	0.784
exquisitely	0.698
extant	0.292
extend	0.292
extendable	0.32
extended	0.14
extension	-0.02
extensive	0.27
extent	0.292
exterior	0.084
exterminate	-0.646
extermination	-0.62
exterminator	-0.312
external	-0.042
externally	0.286
extinct	-0.776
extinction	-0.792
extinguish	-0.278
extinguisher	0.414
extol	0.164
extort	-0.896
extortion	-0.776
extra	0.234
extract	0.13
extracting	0.042
extraction	-0.164
extractor	-0.396
extracurricular	-0.086
extradition	-0.542
extrajudicial	-0.27
extramural	-0.328
extraneous	-0.448
extraordinaire	0.694
extraordinary	0.833
extraterrestrial	0.02
extravagance	0.062
extravagant	0.514
extravaganza	0.292
extreme	-0.364
extreme anticipation	0.102
extreme disgust	-0.896
extreme surprise	0.666
extreme trust	0.652
extremely	0.27
extremely negative	-0.94
extremely positive	0.986
extremity	-0.184
extricate	0.084
extrinsic	0.02
extrusion	-0.542
exuberance	0.396
exude	-0.25
eye	0.014
eyeball	0.052
eyebrow	0.02
eyeful	0.604
eyeglass	0.062
eyeglasses	0.122
eyelash	-0.04
eyelet	0.264
eyeliner	0.376
eyepiece	-0.164
eyes	0.52
eyesight	0.5
eyewitness	0.082
fab	-0.02
fable	0.326
fabled	0.25
fabric	0.27
fabricate	0.272
fabricated	-0.164
fabrication	0.146
fabulous	0.958
facade	0.04
face	0.142
faceless	-0.54
facet	0.334
facial	0.188
facile	0.48
facilitate	0.347
facility	0.25
facing	0.208
facsimile	-0.02
fact	0.366
faction	-0.062
factor	0.27
factory	0.0
facts	0.376
factual	0.312
faculties	0.286
faculty	0.23
fad	0.326
fade	-0.292
faded	-0.396
faeces	-0.632
fag	-0.756
faggot	-0.562
fail	-0.75
failed	-0.781
failing	-0.75
fails	-0.719
failure	-0.75
fain	-0.042
faint	-0.153
fainting	-0.334
fair	0.694
fairly	0.58
fairness	0.48
fairway	0.082
fairy	0.552
faith	0.653
faithful	0.681
faithfulness	0.666
faithless	-0.796
fake	-0.406
faker	-0.51
falafel	0.12
falcon	0.114
fall	-0.25
fallacious	-0.458
fallacy	-0.776
fallback	-0.084
fallen	-0.422
fallible	-0.27
falling	-0.596
fallopian	-0.406
fallout	-0.528
fallow	-0.25
false	-0.76
falsehood	-0.938
falsely	-0.834
falsification	-0.654
falsified	-0.916
falsify	-0.77
falsity	-0.76
falter	-0.5
fame	0.792
famed	0.756
familiar	0.597
familiarity	0.708
familiarize	0.52
family	0.936
familytime	0.878
famine	-0.674
famished	-0.646
famous	0.571
famously	0.712
fan	0.562
fanatic	0.146
fanatical	0.11
fanaticism	-0.416
fanciful	0.354
fancy	0.583
fandango	-0.02
fanfare	0.312
fang	-0.65
fangs	-0.428
fanning	0.23
fans	0.484
fantasia	0.796
fantasize	0.542
fantastic	0.944
fantasy	0.76
faraway	-0.27
farce	-0.47
farcical	-0.188
fare	-0.02
farewell	-0.74
farm	0.562
farmer	0.354
farmhouse	0.38
farming	0.16
farmland	0.458
faro	0.088
fart	-0.612
farther	-0.164
fascia	-0.04
fascinate	0.708
fascinated	0.624
fascinating	0.958
fascination	0.77
fascism	-0.792
fascist	-0.6
fashion	0.654
fashionable	0.5
fashionably	0.703
fast	0.125
fastball	0.376
fasten	-0.084
fastener	0.154
fastening	0.188
fasting	-0.224
