0.9799699119	741 1179
0.9799084829	6785 1693
0.9799044403	3435 24535
0.9798624733	4154 403
0.9798591028	3310 3031
0.9798468077	11506 815
0.9798269760	1877 6141
0.9798141934	2740 2568
0.9797900343	3667 10748
0.9797882675	5060 11393
0.9796882675	3072 14627
0.9795905033	10125 8
0.9795533211	2102 10707
0.9794599959	10899 2030
0.9794312233	15959 1237
0.9793751620	251 6074
0.9793282667	14336 1686
0.9793171387	16351 1030 16186
0.9793025440	681 3429
0.9792506193	1470 10699
0.9792352822	931 932
0.9792292645	1113 1095
0.9791757468	7540 5
0.9790166155	6280 3072 674
0.9789910872	3431 2854
0.9789601608	3226 653
0.9789422100	27366 3929
0.9789011054	263 1098
0.9788714966	1779 195
0.9788543521	9535 9536
0.9788491905	4839 4575
0.9788488703	3116 389 3117
0.9787865066	15896 5046 2784
0.9787728308	2803 1445 152
0.9787186539	13415 32005
0.9786489345	4910 452
0.9784531580	5 1445
0.9784527619	242 3013
0.9784425371	4567 653
0.9784016620	18146 674
0.9783747618	5 984
0.9783411539	14334 14332
0.9783169376	4911 15770
0.9783166973	3041 2122
0.9783094292	1237 1238
0.9782154946	613 5855
0.9782130017	1877 1213
0.9781047810	741 3871
0.9779972951	609 1747
0.9779550029	1159 449
0.9779398678	10896 12838
0.9778429008	3774 3853
0.9778272443	13264 674
0.9778171037	21726 5024
0.9777586843	380 46
0.9777268374	1695
0.9777190706	6396 653
0.9777170468	174 733
0.9777091604	3383 7897
0.9777021558	6340 1098
0.9776612652	2432 195
0.9776171583	367 10699
0.9775474494	10092 10092 10092
0.9775400221	4035 7912
0.9774908799	722 1536
0.9774817897	5060 11100
0.9774526843	2211 1805
0.9774292910	14331 14332
0.9773659131	1688 3031 11213
0.9773472793	18789 3818
0.9773259899	12751 15798
0.9773240116	1536 123
0.9772833604	11168 1695
0.9772105884	4001 1880
0.9771815310	4002 4003
0.9771092191	1767 7148
0.9770734951	403 9357
0.9770583347	13698 13697
0.9770518739	3009 24643
0.9770428742	151 4631
0.9770154775	1685 4103
0.9769102160	761 242
0.9769055001	1702 1098
0.9769034585	3078 7477
0.9767587690	5200 9377
0.9767304023	726 3639
0.9767216645	3413 2465
0.9767211329	2776 1257
0.9767119672	13397 14423
0.9767063334	602 7000
0.9766514103	1470 1035 10699
0.9766340165	956 151
0.9766154553	7115 7115
0.9765738487	29055 20898
0.9764837704	26886 5399
0.9764837704	10838 11477
0.9764599959	11158 4166
0.9764522920	1976 1977
0.9763473955	3413 5319
0.9762666580	6282 6127
0.9762480429	411 16202
0.9762456183	2443 3667
0.9762243955	1467 403
0.9762209396	3429 153
0.9761904543	7589 35143
0.9761450145	5652 5653
0.9760716951	1467 3950
0.9760045326	2001 1095 1032
0.9758690868	11007 24022
0.9758625978	4022 3027
0.9758475526	1683 655 656
0.9757994044	105 2051
0.9757585724	7011 242
0.9757227096	842 11486
0.9756711162	464 5
0.9756429008	3072 18147
0.9755777141	847 1098
0.9754890971	305
0.9754413279	4830 4575
0.9754256204	9537 3747
0.9754139062	514 531
0.9753661001	2803 6287
0.9753185989	14628 1576
0.9753012513	10382 20685
0.9752978412	4179 1331
0.9752861218	1675 4056
0.9752392698	12130 242
0.9752313712	3999 847
0.9752050221	5203 8530
0.9751568617	912 10816
0.9750607783	301 4103
0.9750595675	633 15298
0.9749865913	5627 2828
0.9749599959	12017 571
0.9749375464	10618 8538
0.9748988888	6343
0.9748602160	19239 1576
0.9748601348	4707 7148
0.9748206786	4675 403
0.9747218860	956 1213
0.9747158274	1638 5642
0.9746844761	3011 12112
0.9746719995	1690 14279
0.9746181534	5200 7973
0.9744053756	10896 10897
0.9743197407	1337 5329
0.9743174896	5 1690 1389
0.9743171387	602 4034 4035
0.9742709894	19352 1128
0.9742069809	763 14057
0.9741746854	5 1690
0.9741702701	1287 1165
0.9741625592	17580 2755
0.9741444844	398
0.9740317897	19265 1128
0.9740023351	142 6231
0.9739702422	22188 22189
0.9738697253	34873 7962
0.9738525316	2076 3072
0.9738305378	1683 655 318
0.9737550067	301 4103 47120
0.9736954279	5951 6838
0.9736719088	682 6920
0.9736299379	402 6377
0.9735750258	15818 14057
0.9735562528	6036 2262
0.9735155766	1769 1769 1769
0.9733441983	403 1257
0.9733098837	763 3045
0.9733009958	1109 3481
0.9732994955	403 8159
0.9732256075	790 468
0.9731929396	2001 3289
0.9731504721	3940 3941
0.9731181534	1696 1031
0.9731172911	2088 1445 152
0.9731094025	8879 3818
0.9730991049	3071 3120
0.9730706786	24625 403
0.9728690868	14431 10152
0.9728690868	8083 6085
0.9728184288	14446 1128
0.9727994044	956 1095
0.9727631777	402 6126
0.9727612833	4911 20911
0.9725037366	4103 4669
0.9724302622	4315 1358
0.9723181534	633 16532
0.9722434554	10333 265
0.9721428742	7392 195
0.9721247662	8 1760
0.9720949165	19638 9239
0.9720846251	1688 1690
0.9720481888	4001 685
0.9719838054	17784 10955
0.9719706505	1051 629
0.9719233101	2935 674
0.9718732057	450 9863
0.9718105166	15015 3008
0.9717520412	182 184
0.9717445798	1346 954
0.9717244723	957 2563
0.9716771084	1136 14
0.9716585605	931 2418
0.9716127303	4173 5754 3871
0.9715564700	406 1098
0.9715512729	1683 1549
0.9715219006	12849 12850
0.9715065514	195 8700
0.9714741854	403 4538
0.9714550111	174 1719 123
0.9713248630	28519 1760
0.9713090823	1112 9158 1695
0.9712907666	4693 325
0.9712684170	10866 3078 351
0.9712616662	763 1383 653
0.9712352822	25462 19340
0.9712111691	5754 1031
0.9711851707	1666
0.9711711321	1510 743
0.9711519651	681 10713
0.9711404893	3096 3098
0.9711345846	3749 6996
0.9711255349	4911 3999
0.9711201179	1076 9612
0.9710577595	7598 20194
0.9710529228	5964
0.9710128361	1128 263
0.9709764314	109 8846
0.9709191497	389 20304
0.9709080187	3869 653
0.9709009161	15921 653
0.9708550405	5351 4575
0.9707416924	15646 20194
0.9707081033	3978 1406
0.9706576805	20302 3027
0.9706438501	1677 153
0.9705700434	2292 4691
0.9705671188	1297 3695
0.9705397765	158 46
0.9705043980	1117 13558
0.9705033883	7221 7222
0.9704237539	1467 1237
0.9704130691	1521 528
0.9703216734	2235 4661
0.9703071991	389 31198
0.9702814047	144 528
0.9702670976	9430
0.9702477567	10286 653
0.9701673688	1121 1066 1805
0.9701602160	4574 5024
0.9699943286	4103 1676
0.9699767935	4785 629
0.9699674182	126
0.9699090190	1418 461
0.9698950530	1467 3283
0.9698898563	653 4505
0.9698430815	686 4976
0.9698400145	2102 3941
0.9697984564	403 13316
0.9697030974	1253 10888
0.9696429008	27992 1690
0.9695977433	402 1686
0.9695904748	150 151
0.9695758715	2742 528
0.9695404694	5740 3122
0.9695318771	10898 1383
0.9695084206	2785 1180
0.9694725005	6517
0.9694489368	1510 629
0.9694453791	2785 5
0.9693936786	1035 1036
0.9693848876	741 3072
0.9693792248	263 394
0.9693788500	4830 4937
0.9693625978	5951 7643
0.9693264314	4277 1467
0.9692886427	5 3038
0.9692885216	5439 2592
0.9692632216	13649 27249
0.9691908238	411 24991
0.9690566413	815 4575
0.9690512513	5938 4661
0.9690403142	242 21355
0.9690345854	1429 1272
0.9690115077	3749 4531
0.9689098687	21536 5850
0.9688843454	1308 1061
0.9687813675	4707 10871
0.9687512917	150 7643
0.9687216532	956 2127
0.9687104880	1027 6690
0.9685595675	3999 1960
0.9685110173	3383 6351
0.9683762342	450 27019
0.9683697407	4608 611
0.9683551255	7689 574 17476
0.9683519551	14021 1389
0.9682888897	7392 1213
0.9681919200	4836 197
0.9681266625	7034 2131
0.9681042092	1286 1717
0.9680556035	3413 1430
0.9680402621	1863 394
0.9679510502	17588 2755
0.9679415340	12485 1760
0.9678626526	158 1695
0.9678420773	1645 11852
0.9678355776	6748 674
0.9678296467	104 5
0.9677877555	1977 3958
0.9677401220	6344
0.9677120678	207 2889
0.9677092592	2169 653
0.9676884624	2465 6074
0.9675249857	4283 1652
0.9674670976	6144
0.9674664449	2852 815
0.9674362576	2049 2050
0.9674301524	2775 2732
0.9673914408	1769 1769
0.9673535002	531 8232
0.9673383863	10771 9440
0.9672555639	3738 653
0.9672482575	629 674
0.9671686170	11021 629
0.9671621680	21726 21727
0.9671447027	403 9519
0.9671345846	29140 30306
0.9670863345	1642 4315 1358
0.9669827312	6155 1032
0.9669176476	1877 3008
0.9668586337	2812 276
0.9668569048	7544 21522 28961
0.9668467295	352 6934
0.9667268532	2023 2024
0.9667099481	4103 6343
0.9666581422	2465 2166
0.9666282317	1337 2414
0.9665431482	4862 4863
0.9664607156	4777 1406
0.9664109184	2225 2226 46
0.9663634463	1031 1695
0.9663335553	2253 11398
0.9663135312	13628 26490
0.9662879218	4166 181
0.9662296139	13202 15114
0.9661968380	18320 19556
0.9661902381	17637 18297
0.9661335788	151 815
0.9660419629	389 791
0.9660262579	1683 44070
0.9659781188	4677 4979 629
0.9657817631	4848 1389
0.9657783431	1337 403
0.9657269501	2602 153
0.9657197407	13906 4835
0.9657177168	602 22802
0.9656697407	2005 27289
0.9656424413	46 18320
0.9656401806	449 6144
0.9655848200	352 9430
0.9654976624	1424 965
0.9654494473	1341 1342
0.9654301524	633 11389
0.9654009917	860 4661
0.9653303518	35069 35070
0.9653178894	4785
0.9652565549	5754 1116
0.9652387089	602 14112 18320
0.9651817163	5494 1061
0.9651680113	1128 27926
0.9651206537	16640 6447
0.9650461808	4910 4672
0.9649354962	1528 653
0.9649311615	602 27203
0.9648862187	4277 137 653
0.9648617304	561 7259 351
0.9648262579	5164 685
0.9647934254	44466 14213
0.9647448726	602 23560
0.9647192886	2849 1854
0.9645267137	15919 3798
0.9644053070	1510 142
0.9643910928	1008 1009
0.9643892937	4534 6990
0.9643766566	2001 2898
0.9643252664	9750 9751
0.9643246122	151 10796
0.9642912131	3072 3120
0.9642887376	46 4866
0.9642579506	5 394
0.9642265207	5369 1673
0.9640848583	10267 327
0.9639105155	255 1760
0.9638569048	21745 22299
0.9638402775	3695 1331
0.9638348419	105 1272
0.9637855399	1549 2122
0.9637187771	2079 3850
0.9635692107	1429 5439
0.9635476721	23741 367
0.9633676625	4549 318
0.9633550683	2424 10719
0.9632749497	8401 2503
0.9632349448	5437 5438
0.9632273643	1337 8603
0.9631344606	653 4101
0.9631230728	6531 6141
0.9630530188	1666 21572
0.9630361909	2704 16113
0.9629618025	1110
0.9628284070	2930 6339 1331
0.9627123995	5165 1117
0.9626647824	4072 275
0.9626233265	4688 3871
0.9626214267	21745 11313
0.9626169249	403 15082
0.9625778215	15597 1098
0.9625281666	653 17112
0.9624353828	23585 6141
0.9624008322	4166 11897
0.9622641295	1510 2972
0.9622478600	325 9392
0.9622146284	4166 246 11897
0.9622117366	2005
0.9622021285	12174 28137
0.9621953378	2250 4805
0.9621527250	1128 2167
0.9621114413	387 1702
0.9620930981	1176 432
0.9620292843	2784 5059 2654
0.9619867688	9556 4672
0.9619814719	150 3072
0.9619367125	46 985
0.9618436341	6 10653
0.9618357817	602 10846
0.9617907539	42 1383
0.9617478466	5060 3009
0.9617201890	5050 1098
0.9617179179	20731 4661
0.9616896439	72 5
0.9616496672	4173 403
0.9615580217	931 8814
0.9614008499	4663 403
0.9613593720	2935 7180
0.9613434601	4849 432
0.9613414353	1202 1913
0.9612879387	1473
0.9612224255	674 3812
0.9612204748	151 276
0.9611197407	298 14530
0.9611011567	151 11715
0.9610425436	6067 656
0.9610132083	7838 1032
0.9610132083	2930 6339
0.9609966511	4315 1358 10477
0.9609854174	1470 46
0.9609533958	6 3306
0.9609314742	3847 1389
0.9609261004	9137 13475
0.9608278722	2832 1877 1098
0.9607047695	4312 8021
0.9606742140	4574 4937
0.9606289711	301 4103 4672
0.9606205199	3815 10781
0.9605987726	622 718
0.9605301671	4940 621
0.9604526495	4940 621 3120
0.9602750729	2597 4957
0.9602506922	2465 2675
0.9601650857	2023 373
0.9601592247	7589 20699
0.9601558157	14527 3031
0.9600832996	656 5077
0.9600370378	709 530
0.9600125978	3427 4191
0.9599728466	2869 306
0.9599505217	1991 1116
0.9599179656	144 4672
0.9597406934	21536 5886
0.9597399931	449 5846
0.9597221871	1957 325
0.9596981701	2503 3150
0.9596288204	16401 17754
0.9595910166	912 1461
0.9595843330	5369
0.9594795726	4369 4370
0.9593575466	403 15298
0.9592944287	10899 45584 4522
0.9592892649	13881 13882
0.9592012342	1445 4056
0.9591140215	403 6924
0.9590841907	2614 564
0.9590383288	301 2350
0.9589991214	443 14
0.9589337474	2480 8283
0.9589165358	15793
0.9589015514	6684
0.9588983022	1960 2024
0.9588936127	150 153
0.9588694765	3869 1383 653
0.9588348748	402 2972
0.9587483412	954 7462
0.9587345275	2049 3289
0.9587133554	152 10084
0.9586927878	28271 28272
0.9586877312	2803 3120
0.9586841993	9500 9501
0.9586774206	2003 1300
0.9584067716	4911 21745 22299
0.9583880420	529 531
0.9583528157	9051 1128
0.9583483825	3893 653
0.9583269917	5439 7714
0.9583246884	8067 5048
0.9582338986	1690 1389
0.9581901402	7302 16409
0.9581836100	12174 33772
0.9581365002	709 5914
0.9580498691	21536
0.9580343251	3869 1341
0.9580197407	763 5373
0.9580113694	403 11403
0.9580022443	1690 14481
0.9579968096	11879 11880
0.9579697864	931 21078
0.9579603705	602 18038
0.9579474645	4785 1098
0.9579408202	4836 3997
0.9579252824	1297 402 1095
0.9579037548	21651 21364
0.9578936418	1536 607
0.9578419331	9035 11434
0.9578293813	1113 1214
0.9577143834	1467 450
0.9577034196	1301 653
0.9576595675	9029 6074
0.9576098630	815 15949
0.9575822432	158 156
0.9575491976	4715 1165
0.9575400498	4290 956 1218
0.9574956310	156
0.9573564477	15921 1383
0.9573419491	6304 25451
0.9573317442	9535 12920 12922
0.9573190484	8879 3009
0.9572963493	14229 4830
0.9572821069	402 956 1213
0.9572816157	2419 852
0.9572224425	653 2046
0.9570689915	10587 5697
0.9570321459	953 954
0.9570145465	251 10872
0.9569841780	1117 8050
0.9569759235	2802 8788
0.9568181534	4567 5067
0.9568012917	144 5329
0.9567705045	11199 12767
0.9567693593	150 653
0.9567565686	931 16400
0.9567550067	47977 14712
0.9566871712	10838 10839
0.9566825960	4968 1406
0.9566659994	2524 14419
0.9566523818	8253 1686
0.9566197407	931 5973
0.9565845401	20995 571
0.9565603685	12524 4148
0.9565587914	882 531
0.9565535744	1111 377
0.9565053774	653 1151
0.9564968096	6169 7348
0.9564530740	16122 2230 6684
0.9563649238	17930 17931
0.9563517211	1337 2015 11398
0.9563031198	3427 23589
0.9562832174	2064 1718
0.9561992104	14628 318
0.9561870761	5 2935 1032
0.9561267391	6 19311
0.9560197253	727 7780 2070 4911
0.9559891809	4605 1549
0.9559603705	931 1989
0.9559445492	602 4037
0.9558197407	4934 3008
0.9557595675	1054 10899
0.9557264939	4154 153
0.9557251399	956 13915
0.9556197407	851 13924
0.9555927541	10092 10092
0.9555520972	2514 1553
0.9554787330	5 6074
0.9553848200	191 8044
0.9553685794	912 8325
0.9553594545	7979 18760
0.9553444063	860 5866 561
0.9553297583	7580 174 1719
0.9553090802	2211 1805 364
0.9552816157	3322 37336
0.9552573504	4659 51817
0.9552021285	931 10329
0.9552009753	727 1213
0.9551133770	1677 13558
0.9551131533	7297 4574
0.9550701124	5301 1032
0.9550429206	4526 815
0.9550161594	1510 1558
0.9549600921	10591 10592
0.9549580530	7249 1760
0.9549213945	1467 1695 2021
0.9549016301	3250 220
0.9548551989	3984 7087
0.9548444639	656 9503
0.9548442716	485 5759
0.9548430773	15848 15848
0.9547723785	1297 3695 1298
0.9547565902	1027 266
0.9546118356	182 4208
0.9545061873	1242 1500
0.9545036368	2102 20563
0.9544855776	16171 242
0.9544527600	5 675
0.9544407107	16401 23761
0.9543794231	46 10690
0.9543611251	10713
0.9543440495	1870 629
0.9542843229	3996
0.9542816157	11313 12017
0.9542644948	7812 3851
0.9542205045	11674 11675
0.9541588323	367 27270
0.9540383554	6967 3966
0.9540058565	1877 685
0.9539858723	2211 4888
0.9537937038	1642 20876
0.9537874700	4787 1098
0.9536942310	6571 650
0.9536289166	18646 16968
0.9535941682	6446 1331
0.9535528825	9417 9418
0.9535218658	3999 318
0.9534592678	58159 4455
0.9532398173	7011 2943
0.9532395207	1522 593
0.9531988906	842
0.9531947470	89 86
0.9531245607	1689
0.9530870239	45584 4522
0.9530847979	28137 5420 28161
0.9530417320	9035 3115
0.9530074206	2139 210
0.9529709100	1877 1098
0.9527984241	954 4116
0.9526647956	8372 3008
0.9526287129	144 1685 1686
0.9525750653	27084 10899
0.9524752327	15574 1803
0.9524555814	6476 318
0.9524514435	4905
0.9522894840	1613 1614
0.9522831079	1306 653
0.9522713799	1467 351
0.9522646182	733 461
0.9520515936	11398
0.9520333504	46 10707
0.9520320043	621 36026
0.9519712785	1117 394
0.9519503160	367 22269
0.9516847588	198 1126
0.9516484282	27 406
0.9515849819	622 531
0.9515834087	143 406
0.9515714633	246 3468
0.9515650330	1297 15782
0.9515632712	105 28197
0.9515538532	5394 4911
0.9515225246	373 398
0.9515079384	653 8460
0.9515038379	12284 13417
0.9514173589	1638 28130
0.9514068114	11103 6497
0.9513871866	5026 2051
0.9512871970	8604 21901
0.9510816157	3201 10301
0.9510181381	5110 1549
0.9509610724	4235
0.9509549954	1444 15793
0.9508636282	406 1662
0.9507814791	144 1140
0.9507542265	4001 4705
0.9507531393	1877 5301
0.9507232352	389 31544
0.9506267137	25063 5964
0.9506242964	2003 1180
0.9505779169	406 2049 3289
0.9505312340	46 6139
0.9505220787	1029 2374
0.9505118356	2725 2726
0.9504831405	2496 537
0.9504205045	9971 15934
0.9503630088	2211 1805 653
0.9503101268	6798 10928
0.9502807337	3072 2252
0.9502461826	681
0.9501878041	1237 629
0.9501388250	986 1213
0.9501187016	442 629
0.9500538532	20359 3427
0.9500448060	789 2854
0.9499538752	144 3819
0.9498871866	7186 2122
0.9498495271	10943
0.9498410052	1385 5
0.9498260997	11509 406
0.9496705045	11135 12990
0.9496303650	151 12395
0.9496185157	2256 1576
0.9495413185	2606 195
0.9494799817	7788 2070 4911
0.9494299446	2061 629
0.9494034683	13126 2293
0.9493792131	23844 13293
0.9493567108	450 2228
0.9493491581	3947
0.9492997620	633
0.9492927169	15987 15798
0.9492918666	1965 123
0.9491689681	1642
0.9491397682	4537
0.9491347237	910 1017
0.9490988917	629 339
0.9490890911	211 77
0.9490888848	2308 2309
0.9490365194	1146 1272
0.9489736589	7540 786
0.9489176276	263 151
0.9488264958	10453 653
0.9488169427	211 1852
0.9488089479	1941 9501
0.9487509235	8477 674
0.9487222061	684
0.9486704982	1346 4711
0.9486396140	9317 2706
0.9484244206	5588 5588 5588 5588 5588 5588
0.9484136154	1334
0.9483571429	3429
0.9483512123	3791 195
0.9482905137	142 13189 15452
0.9482850296	1699 7211
0.9481687916	12211 3744
0.9480682899	1591 1588
0.9480300152	1111 2660
0.9478275079	4705 4868
0.9477533251	10699 152 153
0.9477080990	1202 480
0.9476648698	2740 3008
0.9475663944	4954 195
0.9475208280	54375 44360
0.9473674783	1805 9593
0.9473568270	305 3187
0.9473320043	633 13486
0.9473013046	10356 1098
0.9472646437	6231 153
0.9472245379	16935 1098
0.9471743194	3757 1690
0.9470796349	9430 153
0.9470382665	11336 401 993
0.9469181381	4375 6684
0.9468391899	406 3289
0.9467341722	30308 5657
0.9467181515	2942 6983
0.9465421390	3489 12221
0.9465343218	150 3072 6919 6920
0.9465082174	24901 47120
0.9464720664	13838 2131
0.9464061078	4940 621 36026
0.9463883400	13458 22817
0.9463825437	888 408
0.9462866477	1779 144 195
0.9462464363	5849 6141
0.9462450446	794
0.9462320763	1128 10347
0.9461808364	25627 25654
0.9461637646	4199 437
0.9460461808	1112 9158 46
0.9460161914	9419
0.9459631558	3072 2199
0.9459344304	8848 153
0.9457463094	324
0.9457259235	1445 8750
0.9455897438	1522 153
0.9455576742	1920
0.9455401806	1510 5908
0.9454553301	4286 1098
0.9454441041	7781
0.9453188541	2082 8713
0.9453155932	1341 5546
0.9451958430	956 6941
0.9451511716	6923 2029 2030
0.9450871712	19301 21356
0.9450767010	2614 2930
0.9450159528	10928 11507
0.9448736910	488 566
0.9448167273	891 988
0.9447600414	3367 3368
0.9447221458	9051
0.9446031197	748 152
0.9445876200	3009 1553
0.9445861008	1567 6343
0.9444332009	681 2337
0.9443781918	2537 1819
0.9443325814	2514 653 265
0.9442943294	2222 6323
0.9442722816	12267 504
0.9442198042	11285
0.9442085683	871 5997
0.9441860835	1241 1243
0.9440321901	402 2350
0.9440076062	5782 3031
0.9438800494	1997 629
0.9438720716	6798 8897
0.9437688023	3072 153
0.9437107573	1490
0.9436644438	3009 11847
0.9436635181	2352 653
0.9435197407	1429 2816
0.9432757315	653 3283
0.9432428242	8736 5569
0.9432400771	5 181
0.9430876318	7247 1116
0.9430634575	403 1098
0.9427235109	4022
0.9427081387	3329 1500
0.9427041182	30 324
0.9426984979	7055 142
0.9426229506	21837 1128 263
0.9426083990	763 4277 137
0.9425500995	1467 45095
0.9425358316	403 9731
